PROJECT	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 19.xml	109	105	4	7	2
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 2.xml	97	97	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 20.xml	62	62	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 21.xml	350	348	2	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 22.xml	543	540	3	3	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 23.xml	313	307	6	2	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 24.xml	167	165	2	2	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 25.xml	296	296	NA	5	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 26.xml	289	287	2	4	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 27.xml	18	18	NA	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 28.xml	256	254	2	6	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 29.xml	121	120	1	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 3.xml	98	98	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 30.xml	49	43	6	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 31.xml	37	37	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 32.xml	45	44	1	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 33.xml	15	15	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 34.xml	25	25	NA	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 35.xml	29	28	1	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 36.xml	14	13	1	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 37.xml	21	21	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 38.xml	96	96	NA	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 4.xml	209	209	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 5.xml	194	194	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 6.xml	176	175	1	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 7.xml	67	67	NA	NA	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 8.xml	107	107	NA	1	NA
PXD000948;mRP-RPLC_IMAC_Replicate 2_Fraction 9.xml	70	70	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 10.xml	178	178	NA	3	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 11.xml	72	71	1	2	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 12.xml	142	142	NA	3	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 13.xml	2	2	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 14.xml	21	21	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 15.xml	132	131	1	1	1
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 16.xml	81	80	1	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 17.xml	139	134	5	8	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 18.xml	202	202	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 19.xml	281	278	3	6	2
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 2.xml	33	33	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 20.xml	72	71	1	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 21.xml	47	47	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 22.xml	87	85	2	5	2
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 23.xml	15	15	NA	3	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 24.xml	90	84	6	6	4
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 25.xml	10	10	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 26.xml	221	217	4	3	2
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 27.xml	250	243	7	9	2
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 28.xml	278	274	4	6	1
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 29.xml	503	497	6	6	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 3.xml	170	170	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 30.xml	182	178	4	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 31.xml	131	126	5	4	3
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 32.xml	152	150	2	4	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 33.xml	87	87	NA	3	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 34.xml	21	21	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 35.xml	128	121	7	11	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 36.xml	60	60	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 37.xml	20	20	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 38.xml	29	29	NA	1	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 4.xml	239	239	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 5.xml	36	35	1	1	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 6.xml	30	30	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 7.xml	523	519	4	12	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 8.xml	328	327	1	4	NA
PXD000948;mRP-RPLC_TiO2_Replicate 1_Fraction 9.xml	224	223	1	3	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 1.xml	53	53	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 10.xml	62	60	2	3	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 11.xml	25	25	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 12.xml	77	76	1	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 13.xml	11	11	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 14.xml	38	35	3	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 15.xml	59	57	2	3	1
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 16.xml	128	128	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 17.xml	30	30	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 19.xml	128	127	1	NA	1
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 2.xml	38	38	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 20.xml	53	52	1	NA	1
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 21.xml	206	201	5	4	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 22.xml	126	125	1	1	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 23.xml	234	232	2	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 24.xml	99	98	1	NA	1
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 25.xml	105	100	5	4	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 26.xml	468	467	1	10	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 27.xml	53	52	1	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 28.xml	266	264	2	10	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 29.xml	37	37	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 3.xml	235	235	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 30.xml	218	217	1	5	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 31.xml	35	35	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 32.xml	20	20	NA	1	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 33.xml	186	184	2	1	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 35.xml	52	52	NA	1	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 36.xml	9	9	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 37.xml	23	22	1	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 38.xml	49	49	NA	1	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 4.xml	4	4	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 5.xml	73	73	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 6.xml	162	162	NA	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 7.xml	508	507	1	13	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 8.xml	53	51	2	NA	NA
PXD000948;mRP-RPLC_TiO2_Replicate 2_Fraction 9.xml	123	122	1	NA	NA
PXD000961;mascot_daemon_merge (F004252_96b March).mzid_mascot_daemon_merge_(F004252_96b_March).MGF	536	442	94	73	10
PXD000961;mascot_daemon_merge (F004253_96b).mzid_mascot_daemon_merge_(F004253_96b).MGF	324	264	60	95	3
PXD000961;mascot_daemon_merge (F004254_58b).mzid_mascot_daemon_merge_(F004254_58b).MGF	188	135	53	81	3
PXD000961;mascot_daemon_merge (F004255_96a).mzid_mascot_daemon_merge_(F004255_96a).MGF	689	640	49	128	5
PXD000961;mascot_daemon_merge (F004257_58bFMarchall).mzid_mascot_daemon_merge_(F004257_58bFMarchall).MGF	161	122	39	52	9
PXD000961;mascot_daemon_merge (F004260_58a).mzid_mascot_daemon_merge_(F004260_58a).MGF	257	214	43	88	5
PXD000961;mascot_daemon_merge (F004496_96a_UniRefUniMES).mzid_mascot_daemon_merge_(F004496_96a_UniRefUniMES).MGF	541	396	145	84	16
PXD000961;mascot_daemon_merge (F004500_58aUniRefUniMES).mzid_mascot_daemon_merge_(F004500_58aUniRefUniMES).MGF	278	199	79	72	6
PXD000961;mascot_daemon_merge (F004502_58b_UniRefUniMES).mzid_mascot_daemon_merge_(F004502_58b_UniRefUniMES).MGF	221	149	72	54	8
PXD000961;mascot_daemon_merge (F004503UniRefUniMES_96bMarch).mzid_mascot_daemon_merge_(F004503UniRefUniMES_96bMarch).MGF	491	470	21	80	NA
PXD000961;mascot_daemon_merge (F004504_58bMarch_UniRefUniMES).mzid_mascot_daemon_merge_(F004504_58bMarch_UniRefUniMES).MGF	239	163	76	53	17
PXD000966;CPTAC_CompRef_00_iTRAQ_01_2Feb12_Cougar_11-10-09.mzML	1711	1700	11	65	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_02_2Feb12_Cougar_11-10-11.mzML	1808	1790	18	75	1
PXD000966;CPTAC_CompRef_00_iTRAQ_03_2Feb12_Cougar_11-10-09.mzML	1854	1844	10	144	4
PXD000966;CPTAC_CompRef_00_iTRAQ_04_2Feb12_Cougar_11-10-11.mzML	1726	1709	17	82	2
PXD000966;CPTAC_CompRef_00_iTRAQ_07_2Feb12_Cougar_11-10-09.mzML	1694	1675	19	85	2
PXD000966;CPTAC_CompRef_00_iTRAQ_08_2Feb12_Cougar_11-10-11.mzML	1847	1820	27	46	4
PXD000966;CPTAC_CompRef_00_iTRAQ_09_2Feb12_Cougar_11-10-09.mzML	1676	1653	23	84	1
PXD000966;CPTAC_CompRef_00_iTRAQ_10_2Feb12_Cougar_11-10-11.mzML	1702	1685	17	53	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_11_2Feb12_Cougar_11-10-09.mzML	1736	1728	8	55	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_12_5Feb12_Cougar_11-10-11.mzML	1788	1781	7	46	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_13_2Feb12_Cougar_11-10-09.mzML	1417	1404	13	51	2
PXD000966;CPTAC_CompRef_00_iTRAQ_14_2Feb12_Cougar_11-10-11.mzML	1935	1924	11	54	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_15_2Feb12_Cougar_11-10-09.mzML	1772	1757	15	25	1
PXD000966;CPTAC_CompRef_00_iTRAQ_16_2Feb12_Cougar_11-10-11.mzML	1602	1586	16	26	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_17_2Feb12_Cougar_11-10-09.mzML	1759	1725	34	69	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_18_2Feb12_Cougar_11-10-11.mzML	2005	1997	8	38	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_19_2Feb12_Cougar_11-10-09.mzML	1774	1753	21	25	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_20_2Feb12_Cougar_11-10-11.mzML	1808	1793	15	56	NA
PXD000966;CPTAC_CompRef_00_iTRAQ_21_2Feb12_Cougar_11-10-09.mzML	1664	1652	12	58	3
PXD000966;CPTAC_CompRef_00_iTRAQ_22_2Feb12_Cougar_11-10-11.mzML	1751	1732	19	61	2
PXD000966;CPTAC_CompRef_00_iTRAQ_23_2Feb12_Cougar_11-10-09.mzML	1978	1955	23	97	2
PXD000966;CPTAC_CompRef_00_iTRAQ_24_2Feb12_Cougar_11-10-11.mzML	1865	1843	22	71	NA
PXD000994;20110915_iTRAQ_4plex_GK_6ug_Exp_1.dat-pride.xml	1257	1202	55	79	12
PXD000994;20110915_iTRAQ_4plex_GK_6ug_Exp_2.dat-pride.xml	1111	1066	45	74	8
PXD000994;20110915_iTRAQ_4plex_GK_6ug_Exp_3.dat-pride.xml	1115	1075	40	82	7
PXD000994;20110915_iTRAQ_8plex_GK_6ug_Rep_1.dat-pride.xml	938	910	28	105	5
PXD000994;20110915_iTRAQ_8plex_GK_6ug_Rep_2.dat-pride.xml	959	928	31	100	5
PXD000994;20110915_iTRAQ_8plex_GK_6ug_Rep_3.dat-pride.xml	898	874	24	110	6
PXD000994;20120227_v_ZDSu_1-1_Exp_1.dat-pride.xml	1901	1882	19	346	NA
PXD000997;66-1_CalyA_Trypsin.mzid_66-1_CalyA_Trypsin.MGF	135	135	NA	4	NA
PXD000997;66-1_FLAG_GluC-01.mzid_66-1_FLAG_GluC-01.MGF	42	37	5	NA	3
PXD000997;66-1_NH4OH_GluC-01.mzid_66-1_NH4OH_GluC-01.MGF	52	49	3	NA	3
PXD000997;66-2_CalyA_GluC2.mzid_66-2_CalyA_GluC2.MGF	103	100	3	4	2
PXD000997;66-2_FLAG_Tryp.mzid_66-2_FLAG_Tryp.MGF	144	142	2	7	1
PXD000997;66-2_NH4OH_Tryp.mzid_66-2_NH4OH_Tryp.MGF	137	136	1	8	NA
PXD000997;66-3_NoCalyA_Trypsin.mzid_66-3_NoCalyA_Trypsin.MGF	127	124	3	2	NA
PXD000997;66-4_NoCalyA_GluC-01.mzid_66-4_NoCalyA_GluC-01.MGF	44	42	2	5	1
PXD000997;72-1_CalyA_Trypsin.mzid_72-1_CalyA_Trypsin.MGF	98	97	1	4	NA
PXD000997;72-1_FLAG_GluC-01.mzid_72-1_FLAG_GluC-01.MGF	32	29	3	NA	2
PXD000997;72-1_NH4OH_GluC-01.mzid_72-1_NH4OH_GluC-01.MGF	54	51	3	NA	3
PXD000997;72-2_CalyA_GluC2.mzid_72-2_CalyA_GluC2.MGF	89	83	6	3	1
PXD000997;72-2_FLAG_Tryp.mzid_72-2_FLAG_Tryp.MGF	125	124	1	12	1
PXD000997;72-2_NH4OH_Tryp.mzid_72-2_NH4OH_Tryp.MGF	131	131	NA	5	NA
PXD000997;72-3_NoCalyA_Trypsin.mzid_72-3_NoCalyA_Trypsin.MGF	107	105	2	21	NA
PXD000997;72-4_NoCalyA_GluC-01.mzid_72-4_NoCalyA_GluC-01.MGF	49	45	4	6	1
PXD000997;C-66(1) EX 424.mzid_C-66(1)_EX_424.MGF	705	692	13	4	NA
PXD000997;C-66(2) EX 424.mzid_C-66(2)_EX_424.MGF	783	770	13	11	NA
PXD000997;C-66(3) EX___.mzid_C-66(3)_EX___.MGF	472	466	6	NA	NA
PXD000997;C-72(1) EX 400.mzid_C-72(1)_EX_400.MGF	435	427	8	5	NA
PXD000997;C-72(2) EX 412.mzid_C-72(2)_EX_412.MGF	762	752	10	20	NA
PXD000997;C-72(3) EX 417.mzid_C-72(3)_EX_417.MGF	889	876	13	17	NA
PXD000997;Calyculin_1.mzid_Calyculin_1.MGF	199	197	2	21	1
PXD000997;Calyculin_2.mzid_Calyculin_2.MGF	223	217	6	37	2
PXD000997;DMSO_1.mzid_DMSO_1.MGF	149	146	3	42	2
PXD000997;DMSO_2.mzid_DMSO_2.MGF	231	228	3	28	2
PXD000997;Flag(1) EX 425.mzid_Flag(1)_EX_425.MGF	409	401	8	1	NA
PXD000997;Flag(2) EX 425.mzid_Flag(2)_EX_425.MGF	290	287	3	2	NA
PXD000997;N-66(1) EX 412.mzid_N-66(1)_EX_412.MGF	403	395	8	7	NA
PXD000997;N-66(2) EX 417.mzid_N-66(2)_EX_417.MGF	528	521	7	6	NA
PXD000997;N-66(3) EX 425.mzid_N-66(3)_EX_425.MGF	465	460	5	3	NA
PXD000997;N-66(4) EX 435.mzid_N-66(4)_EX_435.MGF	392	385	7	13	NA
PXD000997;N-72(1) EX 400.mzid_N-72(1)_EX_400.MGF	498	479	19	3	NA
PXD000997;N-72(2) EX 412.mzid_N-72(2)_EX_412.MGF	671	661	10	7	NA
PXD000997;N-72(3) EX 417.mzid_N-72(3)_EX_417.MGF	901	892	9	19	NA
PXD000997;NB66-1-1.mzid_NB66-1-1.MGF	282	281	1	6	NA
PXD000997;NB66-1-2.mzid_NB66-1-2.MGF	350	346	4	6	NA
PXD000997;NB66-1-3.mzid_NB66-1-3.MGF	275	269	6	5	NA
PXD000997;NB66-4-1.mzid_NB66-4-1.MGF	325	323	2	4	NA
PXD000997;NB66-4-2.mzid_NB66-4-2.MGF	340	332	8	3	NA
PXD000997;NB66-4-3.mzid_NB66-4-3.MGF	322	318	4	2	NA
PXD000997;NB66-5-1.mzid_NB66-5-1.MGF	353	347	6	3	NA
PXD000997;NB66-5-2.mzid_NB66-5-2.MGF	361	355	6	3	NA
PXD000997;NB66-5-3.mzid_NB66-5-3.MGF	344	340	4	3	NA
PXD000997;NB72-1-1.mzid_NB72-1-1.MGF	438	433	5	7	2
PXD000997;NB72-1-2.mzid_NB72-1-2.MGF	444	441	3	9	1
PXD000997;NB72-1-3.mzid_NB72-1-3.MGF	434	428	6	8	2
PXD000997;NB72-4-1.mzid_NB72-4-1.MGF	344	340	4	11	NA
PXD000997;NB72-4-2.mzid_NB72-4-2.MGF	345	341	4	11	NA
PXD000997;NB72-4-3.mzid_NB72-4-3.MGF	342	341	1	13	NA
PXD000997;NB72-5-1.mzid_NB72-5-1.MGF	400	397	3	29	1
PXD000997;NB72-5-2.mzid_NB72-5-2.MGF	411	406	5	22	1
PXD000997;NB72-5-3.mzid_NB72-5-3.MGF	411	407	4	23	1
PXD000997;jon_velos_66-1.mzid_jon_velos_66-1.MGF	2501	2454	47	57	2
PXD000997;jon_velos_66-2(Gluc)-01.mzid_jon_velos_66-2(Gluc)-01.MGF	842	800	42	3	18
PXD000997;jon_velos_66-3.mzid_jon_velos_66-3.MGF	2839	2809	30	20	NA
PXD000997;jon_velos_66-5.mzid_jon_velos_66-5.MGF	2182	2158	24	32	NA
PXD000997;jon_velos_72-1.mzid_jon_velos_72-1.MGF	4111	4049	62	125	4
PXD000997;jon_velos_72-3.mzid_jon_velos_72-3.MGF	3951	3884	67	478	5
PXD000997;jon_velos_72-5.mzid_jon_velos_72-5.MGF	3452	3415	37	59	1
PXD000997;jon_velos_72-8.mzid_jon_velos_72-8.MGF	2023	1973	50	56	NA
PXD000997;nFLAG_Nbp71_Bio1.mzid_nFLAG_Nbp71_Bio1.MGF	179	178	1	33	1
PXD000997;nFLAG_Nbp71_Bio2.mzid_nFLAG_Nbp71_Bio2.MGF	209	207	2	65	2
PXD000997;p66-0TX-GluC-01.mzid_p66-0TX-GluC-01.MGF	289	286	3	3	1
PXD000997;p66-Caly-GluC.mzid_p66-Caly-GluC.MGF	248	245	3	5	2
PXD000997;p66-TPA-GluC.mzid_p66-TPA-GluC.MGF	262	257	5	4	4
PXD000997;p66_GluC-01.mzid_p66_GluC-01.MGF	47	45	2	NA	1
PXD000997;p66_GluC_TiO2-01.mzid_p66_GluC_TiO2-01.MGF	12	11	1	NA	1
PXD000997;p72-OTX-GluC-01.mzid_p72-OTX-GluC-01.MGF	57	56	1	NA	NA
PXD000997;p72-TiO2-OTX-GluC-01.mzid_p72-TiO2-OTX-GluC-01.MGF	80	77	3	NA	3
PXD000997;p72_GluC-01.mzid_p72_GluC-01.MGF	99	98	1	NA	1
PXD000997;p72_GluC_TiO2-01.mzid_p72_GluC_TiO2-01.MGF	23	22	1	NA	1
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_01b_22Mar12_Lynx_12-02-29.mzML	5881	5828	53	7	NA
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_02b_25Mar12_Lynx_12-02-29.mzML	6520	6501	19	21	2
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_03b_26Mar12_Lynx_12-02-29.mzML	1785	1782	3	3	NA
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_04b_26Mar12_Lynx_12-02-29.mzML	2590	2572	18	9	NA
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_05b_26Mar12_Lynx_12-02-31.mzML	2044	2031	13	6	NA
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_07b_28Mar12_Lynx_12-02-29.mzML	1216	1214	2	4	NA
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_09b_26Mar12_Lynx_12-02-31.mzML	2148	2137	11	5	NA
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_10b_26Mar12_Lynx_12-02-29.mzML	1978	1973	5	6	NA
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_11b_26Mar12_Lynx_12-02-31.mzML	1745	1741	4	NA	NA
PXD001000;CPTAC_CompREF_00_iTRAQ_NiNTA_12b_26Mar12_Lynx_12-02-31.mzML	2081	2072	9	16	NA
PXD001000;CPTAC_CompRef_00_iTRAQ_NiNTA_06_14Mar12_Lynx_12-02-31.mzML	851	841	10	4	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr01.mzML	1494	1490	4	43	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr02.mzML	1521	1513	8	48	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr03.mzML	1506	1496	10	40	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr04.mzML	1372	1364	8	33	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr05.mzML	1300	1292	8	39	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr06.mzML	1223	1212	11	37	3
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr07.mzML	1390	1384	6	31	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr08.mzML	1591	1575	16	60	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr09.mzML	1468	1456	12	72	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr10.mzML	1484	1477	7	45	2
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr11.mzML	1359	1349	10	45	3
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr12.mzML	1462	1451	11	60	4
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr13.mzML	1464	1456	8	43	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr14.mzML	1322	1311	11	50	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120605_r_klc_X_A3_t1_fr15.mzML	1375	1369	6	45	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr01.mzML	1935	1926	9	63	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr02.mzML	1969	1958	11	57	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr03.mzML	2009	2000	9	52	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr04.mzML	1995	1980	15	46	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr05.mzML	1805	1796	9	45	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr06.mzML	1921	1907	14	52	3
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr07.mzML	1841	1829	12	48	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr08.mzML	2025	2011	14	45	2
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr09.mzML	1980	1958	22	88	2
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr10.mzML	2003	1988	15	75	2
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr11.mzML	1983	1970	13	67	2
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr12.mzML	1869	1855	14	70	3
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr13.mzML	1965	1954	11	64	4
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr14.mzML	1965	1947	18	64	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A1_t1_fr15.mzML	1985	1975	10	76	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A2_t1_fr01.mzML	2286	2263	23	68	1
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A2_t1_fr02.mzML	2460	2445	15	77	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A2_t1_fr03.mzML	2479	2459	20	88	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A2_t1_fr04.mzML	2424	2401	23	48	NA
PXD001006;A0214_WHIM16-P6-3_bhplc_20120620_r_klc_X_A2_t1_fr05.mzML	2323	2302	21	59	2
